"","SID","FLDSID","SDATE","SITE","SUBSITE","REGION","FQC","TYPE","SUBTYPE","STUDY","SUBSTUDY","DEPTH","FLDCOMMENT","QCFLAG","FLDMETHOD","QCCOMMENT","LQC","HABITAT","DATAFILE","SPECIES","COMPONENT","LABNAME","LABSID","STORET","PARAMETER","LABAID","ADATE","RESULT","UNIT","MDL","PQL","REMARK","LABCOMMENT","QCFLAG.1","SID.1"
"25",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,915,"CA","SM3120B",2019-08-07 12:20:00,80.6,"mg/L",0.3,1.2,NA,NA,NA,2028667
"26",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,905,"HARDNESS","SM2340B",2019-08-07 12:20:00,298.8,"mg/L",1,4,NA,NA,NA,2028667
"27",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,935,"K","SM3120B",2019-08-07 12:20:00,10.1,"mg/L",0.1,0.4,NA,NA,NA,2028667
"28",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,925,"MG","SM3120B",2019-08-07 12:20:00,23.7,"mg/L",0.1,0.4,NA,NA,NA,2028667
"29",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,930,NA,"SM3120B",2019-08-07 12:20:00,86.3,"mg/L",0.4,1.6,NA,NA,NA,2028667
"30",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,608,"NH4","SM4500NH3H",2019-08-06 12:11:00,0.312,"mg/L",0.005,0.01,NA,NA,NA,2028667
"31",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,631,"NOX","SM4500NO3F",2019-08-06 12:11:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028667
"32",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,671,"OPO4","SM4500PF",2019-07-25 15:20:00,0.004,"mg/L",0.002,0.008,"I",NA,NA,2028667
"33",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,666,"TDPO4","SM4500PF",2019-08-05 11:59:00,0.015,"mg/L",0.002,0.004,NA,NA,NA,2028667
"34",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,97017,"TN","SM4500NC",2019-08-02 09:53:00,2.4,"mg/L",0.05,0.1,NA,NA,NA,2028667
"35",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,680,"TOC","SM5310B",2019-08-14 02:30:00,33,"mg/L",0.8,2,NA,NA,NA,2028667
"36",2028667,"P107344-16",2019-07-25 10:52:00,"STA1WC15OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761016,665,"TPO4","SM4500PF",2019-08-05 11:57:00,0.038,"mg/L",0.002,0.004,NA,NA,NA,2028667
"37",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,915,"CA","SM3120B",2019-08-07 12:22:00,0.3,"mg/L",0.3,1.2,"U",NA,NA,2028662
"38",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,905,"HARDNESS","SM2340B",2019-08-07 12:22:00,1,"mg/L",1,4,"U",NA,NA,2028662
"39",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,935,"K","SM3120B",2019-08-07 12:22:00,0.1,"mg/L",0.1,0.4,"U",NA,NA,2028662
"40",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,925,"MG","SM3120B",2019-08-07 12:22:00,0.1,"mg/L",0.1,0.4,"U",NA,NA,2028662
"41",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,930,NA,"SM3120B",2019-08-07 12:22:00,0.4,"mg/L",0.4,1.6,"U",NA,NA,2028662
"42",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,608,"NH4","SM4500NH3H",2019-08-06 12:12:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028662
"43",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,631,"NOX","SM4500NO3F",2019-08-06 12:12:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028662
"44",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,671,"OPO4","SM4500PF",2019-07-25 15:21:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2028662
"45",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,666,"TDPO4","SM4500PF",2019-08-05 12:11:00,0.002,"mg/L",0.002,0.004,"U",NA,NA,2028662
"46",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,97017,"TN","SM4500NC",2019-08-02 09:55:00,0.05,"mg/L",0.05,0.1,"U",NA,NA,2028662
"47",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,680,"TOC","SM5310B",2019-08-14 02:49:00,0.8,"mg/L",0.8,2,"U",NA,NA,2028662
"48",2028662,"P107344-17",2019-07-25 10:12:00,"EB","FINAL","STA1W_NTC","EB","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",NA,"Cell 12",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761017,665,"TPO4","SM4500PF",2019-08-05 12:09:00,0.002,"mg/L",0.002,0.004,"U",NA,NA,2028662
"49",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,930,NA,"SM3120B",2019-08-07 12:23:00,94.3,"mg/L",0.4,1.6,NA,NA,NA,2028671
"50",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,608,"NH4","SM4500NH3H",2019-08-06 12:14:00,0.098,"mg/L",0.005,0.01,NA,NA,NA,2028671
"51",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,631,"NOX","SM4500NO3F",2019-08-06 12:14:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028671
"52",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,671,"OPO4","SM4500PF",2019-07-25 15:23:00,0.002,"mg/L",0.002,0.008,"U",NA,NA,2028671
"53",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,666,"TDPO4","SM4500PF",2019-08-05 12:06:00,0.012,"mg/L",0.002,0.004,NA,NA,NA,2028671
"54",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,97017,"TN","SM4500NC",2019-08-02 09:56:00,2.3,"mg/L",0.05,0.1,NA,NA,NA,2028671
"55",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,680,"TOC","SM5310B",2019-08-14 03:10:00,35.4,"mg/L",0.8,2,NA,NA,NA,2028671
"56",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,665,"TPO4","SM4500PF",2019-08-05 12:13:00,0.036,"mg/L",0.002,0.004,NA,NA,NA,2028671
"57",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,915,"CA","SM3120B",2019-08-07 12:23:00,89.5,"mg/L",0.3,1.2,NA,NA,NA,2028671
"58",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,905,"HARDNESS","SM2340B",2019-08-07 12:23:00,329.3,"mg/L",1,4,NA,NA,NA,2028671
"59",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,935,"K","SM3120B",2019-08-07 12:23:00,10.4,"mg/L",0.1,0.4,NA,NA,NA,2028671
"60",2028671,"P107344-18",2019-07-25 08:34:00,"STA1WC5OUT",NA,"STA1W_NTC","RS","SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,"Cell 5",NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761018,925,"MG","SM3120B",2019-08-07 12:23:00,25.7,"mg/L",0.1,0.4,NA,NA,NA,2028671
"61",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,631,"NOX","SM4500NO3F",2019-08-06 11:44:00,0.005,"mg/L",0.005,0.01,"U",NA,NA,2028673
"62",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,671,"OPO4","SM4500PF",2019-07-25 14:50:00,0.003,"mg/L",0.002,0.008,"I",NA,NA,2028673
"63",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,666,"TDPO4","SM4500PF",2019-08-05 11:08:00,0.015,"mg/L",0.002,0.004,NA,NA,NA,2028673
"64",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,97017,"TN","SM4500NC",2019-08-02 09:26:00,2.13,"mg/L",0.05,0.1,NA,NA,NA,2028673
"65",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,680,"TOC","SM5310B",2019-08-13 18:49:00,32,"mg/L",0.8,2,NA,NA,NA,2028673
"66",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,665,"TPO4","SM4500PF",2019-08-05 11:07:00,0.036,"mg/L",0.002,0.004,NA,NA,NA,2028673
"67",2028673,"P107344-2",2019-07-25 07:39:00,"STA1WC1OUT",NA,"STA1W_NTC",NA,"SURFACE WATER",NA,"STA MONITORING","STA CATTAIL",0.5,NA,NA,"GRAB",NA,NA,NA,"NEW_71761-1908211255.csv",NA,NA,"SFWMD",71761002,915,"CA","SM3120B",2019-08-07 12:02:00,81.5,"mg/L",0.3,1.2,NA,NA,NA,2028673
